route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
aus:vic:vic-03-67:,,67,Carnegie - Melbourne University,0,956C58,FFFFFF
aus:vic:vic-03-70:,,70,Waterfront City Docklands - Wattle Park,0,F59BBB,000000
aus:vic:vic-03-72:,,72,Camberwell - Melbourne University,0,9ABEAA,000000
aus:vic:vic-03-75:,,75,Central Pier Docklands - Vermont South,0,00A9E0,000000
aus:vic:vic-03-78:,,78,Balaclava via Prahran - North Richmond,0,A0A0D6,000000
aus:vic:vic-03-82:,,82,Moonee Ponds - Footscray,0,D2D755,000000
aus:vic:vic-03-86:,,86,Waterfront City Docklands - Bundoora RMIT,0,FFB500,000000
aus:vic:vic-03-96:,,96,St Kilda Beach - East Brunswick,0,C6007E,FFFFFF
,,,,,,
13-460-aus-1,,460,Caroline Springs Station - Watergardens Station,3,FF8200,FFFFFF
13-462-aus-1,,462,Caroline Springs Station - Watergardens Station,3,FF8200,FFFFFF
13-463-aus-1,,463,Hillside - Watergardens Station,3,FF8200,FFFFFF
13-469-aus-1,,469,Keilor East - Moonee Ponds,3,FF8200,FFFFFF
13-476-aus-1,,476,Watergardens - Moonee Ponds,3,FF8200,FFFFFF
14-200-aus-1,,200,Bulleen - City (Queen St),3,FF8200,FFFFFF
14-207-aus-1,,207,Doncaster SC - City (Queen St),3,FF8200,FFFFFF
14-270-aus-1,,270,Mitcham - Box Hill,3,FF8200,FFFFFF
14-271-aus-1,,271,Ringwood - Box Hill Station,3,FF8200,FFFFFF
14-273-aus-1,,273,The Pines SC - Nunawading Station,3,FF8200,FFFFFF
14-279-aus-1,,279,Doncaster SC/Templestowe - Box Hill Station,3,FF8200,FFFFFF
14-280-aus-1,,280,The Pines SC,3,FF8200,FFFFFF
14-281-aus-1,,281,Box Hill Station - Templestowe,3,FF8200,FFFFFF
14-282-aus-1,,282,The Pines SC,3,FF8200,FFFFFF
14-284-aus-1,,284,Doncaster Park & Ride - Box Hill Station,3,FF8200,FFFFFF
14-285-aus-1,,285,Camberwell SC - Doncaster Park & Ride,3,FF8200,FFFFFF
14-293-aus-1,,293,Greensborough - Box Hill Station,3,FF8200,FFFFFF
